test,distance_walked,elapsed_time,average_speed,average_stride_length,NOSE_mean_magnitude,NOSE_std_dev,NOSE_circular_mean,NOSE_circular_std,LEFT_SHOULDER_mean_magnitude,LEFT_SHOULDER_std_dev,LEFT_SHOULDER_circular_mean,LEFT_SHOULDER_circular_std,RIGHT_SHOULDER_mean_magnitude,RIGHT_SHOULDER_std_dev,RIGHT_SHOULDER_circular_mean,RIGHT_SHOULDER_circular_std,LEFT_HIP_mean_magnitude,LEFT_HIP_std_dev,LEFT_HIP_circular_mean,LEFT_HIP_circular_std,RIGHT_HIP_mean_magnitude,RIGHT_HIP_std_dev,RIGHT_HIP_circular_mean,RIGHT_HIP_circular_std,LEFT_KNEE_mean_magnitude,LEFT_KNEE_std_dev,LEFT_KNEE_circular_mean,LEFT_KNEE_circular_std,RIGHT_KNEE_mean_magnitude,RIGHT_KNEE_std_dev,RIGHT_KNEE_circular_mean,RIGHT_KNEE_circular_std,LEFT_ANKLE_mean_magnitude,LEFT_ANKLE_std_dev,LEFT_ANKLE_circular_mean,LEFT_ANKLE_circular_std,RIGHT_ANKLE_mean_magnitude,RIGHT_ANKLE_std_dev,RIGHT_ANKLE_circular_mean,RIGHT_ANKLE_circular_std,LEFT_TOE_mean_magnitude,LEFT_TOE_std_dev,LEFT_TOE_circular_mean,LEFT_TOE_circular_std,RIGHT_TOE_mean_magnitude,RIGHT_TOE_std_dev,RIGHT_TOE_circular_mean,RIGHT_TOE_circular_std
Gait Speed Walk Test,402.34643742376204,1.7,236.67437495515415,61.64381861417195,26.827639621215145,6.1680787416750205,0.02524332624648773,0.24997923871452032,26.731883762282937,7.271495810696088,0.005296644118807592,0.2542641891728527,32.706079531201446,40.87442362417187,0.03895756256049632,0.5429118636608853,9.481523036126692,73.69879610135595,0.042360262640650514,0.1770286492735805,34.85309937536885,35.83963289702153,0.03681109823170203,0.6211379849956334,42.07626601202611,235.48811911751918,1.9542380196510445,2.637212515737895,14.951714961567518,52.196432710404494,-3.1344430391044322,1.9849891910030222,18.25895453943674,32.864783643355594,2.3224202732571513,2.304144995054734,7.494481577930061,35.9002724657221,2.7528288473464553,1.2116957372858963,33.00285689232234,36.74032953406706,0.3359922539558333,1.305907396707888,28.91059543623249,36.345580028049575,0.7200993732051186,1.2539297559992597
Gait Speed Walk Test,401.0400387310681,5.733333333333333,69.94884396472118,28.229451949078346,6.266253863307896,11.062377056618422,-0.27308620907271175,1.144959746016309,8.201912015527197,4.922335226961435,-0.031113115452952478,0.36341561795267247,7.817595804869441,1.816773587557685,0.0024316302865634576,0.1507716377237805,9.707899309231895,7.728387920753469,-0.04911090910517535,0.5103945726509206,4.66468450250179,8.86686491400472,-0.8322524954224568,1.575994285788032,1.8623190835016155,3.126581754058841,-1.9596171251403232,1.2952604213391476,3.509094613618928,5.34703290613221,-0.9807265281655435,1.7020214315691922,10.564992974464946,12.637339782815003,-0.6122453292771475,1.2728343686814805,6.484015230338018,19.541802196597136,-1.6272829007821372,1.8370161326561805,8.00412481498908,11.569918191080577,-0.854459901689137,1.7916546376840536,4.598541928986885,9.123429274552793,-2.205452976667798,1.487953723612551
