test,status,reps,time,rep_durations,violations,max_angles,NOSE_mean_magnitude,NOSE_std_dev,NOSE_circular_mean,NOSE_circular_std,LEFT_SHOULDER_mean_magnitude,LEFT_SHOULDER_std_dev,LEFT_SHOULDER_circular_mean,LEFT_SHOULDER_circular_std,RIGHT_SHOULDER_mean_magnitude,RIGHT_SHOULDER_std_dev,RIGHT_SHOULDER_circular_mean,RIGHT_SHOULDER_circular_std,LEFT_HIP_mean_magnitude,LEFT_HIP_std_dev,LEFT_HIP_circular_mean,LEFT_HIP_circular_std,RIGHT_HIP_mean_magnitude,RIGHT_HIP_std_dev,RIGHT_HIP_circular_mean,RIGHT_HIP_circular_std,LEFT_KNEE_mean_magnitude,LEFT_KNEE_std_dev,LEFT_KNEE_circular_mean,LEFT_KNEE_circular_std,RIGHT_KNEE_mean_magnitude,RIGHT_KNEE_std_dev,RIGHT_KNEE_circular_mean,RIGHT_KNEE_circular_std,LEFT_ANKLE_mean_magnitude,LEFT_ANKLE_std_dev,LEFT_ANKLE_circular_mean,LEFT_ANKLE_circular_std,RIGHT_ANKLE_mean_magnitude,RIGHT_ANKLE_std_dev,RIGHT_ANKLE_circular_mean,RIGHT_ANKLE_circular_std,LEFT_TOE_mean_magnitude,LEFT_TOE_std_dev,LEFT_TOE_circular_mean,LEFT_TOE_circular_std,RIGHT_TOE_mean_magnitude,RIGHT_TOE_std_dev,RIGHT_TOE_circular_mean,RIGHT_TOE_circular_std
5 Sit Stand,PASSED,5,8.766666666666667,"[0.7333333333333333, 1.7333333333333334, 1.8666666666666663, 1.7333333333333334, 1.7999999999999998]",[],"[156.99370503050883, 166.50482495471988, 163.9566683926738, 161.45888323146067, 164.90785133687245]",2.7652683346118034,34.04456976523252,1.5556229078278987,2.3153062289228306,8.944924377407732,23.26018944343697,2.7235117529091557,2.170951099230113,16.769715148207478,12.657961288825843,2.0327812753887464,2.306903541999304,3.716957072592516,19.053679166439494,0.08398181854570108,1.4880176240714906,4.749162226687385,12.944737783993508,0.419248327998607,1.8114653317821627,7.629272920980176,19.719614166218918,0.03174454511764546,2.0785542512023936,6.822475446846488,15.902853928731453,-0.40651023294479005,2.4467626443757156,2.2121311228099283,3.037415935389173,-0.3104003530238195,2.166591485630916,1.6766692319051166,2.3710962570460716,0.4385063584459541,1.8832599449990386,1.4634473156966672,3.105262391882979,0.01876480843523387,1.8961272200773516,1.5725608805190576,3.031605662517456,-0.004352861746886205,1.8920054554884758
5 Sit Stand,FAILED,5,16.066666666666666,"[0.4666666666666667, 3.2666666666666666, 3.3666666666666663, 3.4333333333333336, 3.666666666666666]",[],"[161.24823365609728, 177.17059207107283, 177.99238939484388, 179.92446744366828, 175.4901613695013]",2.1583185771335027,7.489442116366047,-2.940858991333421,1.292617382289934,11.477908159756408,9.59735050449439,1.813479426653358,1.9459077311476243,10.891875459480271,8.887411279416208,1.7661048539619983,1.9562614233651805,2.372669994435085,25.967288813547594,-2.7985181053094808,1.4376284145725433,4.970407763060236,24.73376514725966,3.1048635477608135,1.6897007912918736,2.8477650800701277,6.15667585787634,3.0274369867830115,1.6871061632620572,1.802023336482046,3.2064419171994025,-2.9804728650998764,1.524409375324557,1.0087703768304235,1.8285152675939047,-3.064019966747322,1.7934495432925772,1.2157049482761655,1.710272174431923,3.110125749469135,1.7450570435765196,0.9049337035285779,2.1519994334253036,3.086652553002538,1.8135056415513422,0.682573961377504,1.5376858503979836,-3.0731025314408873,1.6061848305789888
